Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,11916,1,Yes,23,4,4,9,3,9,1,0
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,4534,0,No,11,3,1,9,3,8,7,1
31,No,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,9852,1,Yes,19,3,1,10,2,10,8,9
41,No,Non-Travel,256,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,6151,1,No,13,3,1,19,3,19,2,11
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,2302,1,Yes,11,3,1,3,4,3,2,2
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,2362,4,No,12,3,3,10,4,3,2,1
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,17861,0,Yes,13,3,4,21,2,20,8,2
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,19187,4,No,14,3,4,23,3,19,9,9
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,19717,6,No,14,3,1,36,3,7,3,7
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,3544,9,No,16,3,2,6,3,4,2,0
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,8500,0,No,11,3,4,10,2,9,7,1
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,4661,1,No,13,3,3,9,3,9,8,8
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,4103,0,No,17,3,4,10,3,9,3,1
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,4249,1,Yes,11,3,2,9,3,9,6,1
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,14026,1,Yes,11,3,2,33,3,33,9,0
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,6893,3,No,15,3,4,11,3,7,7,1
34,No,Travel_Rarely,507,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,6125,1,No,12,3,4,10,4,10,8,9
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,3669,3,No,11,3,3,7,2,3,2,1
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,10008,7,Yes,14,3,4,31,2,10,9,5
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,2387,3,No,22,4,3,7,3,4,2,0
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,4639,2,No,16,3,4,17,2,15,7,6
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,7898,1,No,11,3,3,11,3,10,9,0
27,No,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,2534,8,No,14,3,2,5,3,1,0,0
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,13142,3,No,16,3,2,29,2,5,2,0
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,1611,1,No,15,3,3,0,4,0,0,0
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,5363,0,No,12,3,2,10,3,9,7,0
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,5071,3,No,20,4,2,8,3,6,2,0
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,13695,6,Yes,17,3,3,24,2,19,7,3
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,13402,4,Yes,12,3,1,33,3,19,16,15
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,2029,1,No,20,4,3,5,3,5,4,0
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,6377,5,No,20,4,2,15,3,12,11,11
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,5429,4,No,13,3,1,10,3,8,7,7
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,2785,7,No,14,3,3,3,4,1,0,0
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,4614,0,Yes,18,3,3,5,2,4,2,3
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,2610,1,No,11,3,4,4,3,4,2,0
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,6687,1,No,11,3,4,14,4,14,11,4
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,4724,1,No,11,3,3,5,3,5,3,0
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,6179,1,Yes,15,3,4,10,2,10,2,6
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,6120,3,Yes,12,3,4,8,4,5,4,1
51,No,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,10596,2,No,11,3,2,14,3,4,2,3
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,5467,3,Yes,14,3,1,12,2,6,2,3
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,2996,7,Yes,15,3,4,8,3,6,4,1
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,9998,6,No,13,3,1,8,4,5,4,1
32,No,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,4078,0,Yes,13,3,1,4,2,3,2,1
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,10920,3,No,21,4,2,13,3,6,4,0
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,6232,2,No,11,3,2,6,2,3,2,1
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,13247,2,Yes,11,3,2,24,2,5,3,0
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,4081,1,Yes,14,3,1,20,1,20,7,1
27,No,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,5769,1,Yes,11,3,4,6,3,6,2,4
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,2394,1,Yes,13,3,4,8,3,8,2,7
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,3904,0,No,12,3,4,5,3,4,3,1
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,16799,0,No,14,3,3,21,3,20,7,0
52,No,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,2950,9,No,13,3,3,12,1,5,4,0
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,3629,4,No,18,3,1,8,3,3,2,0
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,9362,2,No,11,3,3,10,3,2,2,2
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,3229,4,No,11,3,2,7,2,3,2,0
26,No,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,3578,0,No,12,3,4,8,3,7,7,0
29,No,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,7988,1,No,13,3,1,10,2,10,9,0
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,4284,3,No,20,4,1,20,3,4,3,1
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,7553,0,Yes,12,3,1,9,3,8,7,7
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,17328,6,No,19,3,4,29,2,20,7,12
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,19701,3,Yes,21,4,3,32,3,9,8,1
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,14732,2,No,13,3,4,31,4,7,7,0
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,9278,3,Yes,16,3,4,15,3,5,4,0
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,1359,1,No,12,3,2,1,3,1,0,0
30,No,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,4779,7,No,14,3,2,8,3,3,2,0
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,16422,3,No,11,3,3,9,4,3,2,1
34,No,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,2996,5,No,14,3,3,10,3,4,3,1
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,1261,1,No,12,3,3,1,4,1,0,0
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,2099,0,No,14,3,2,6,4,5,0,1
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,5810,1,No,16,3,3,10,2,10,4,1
36,No,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,5647,4,No,13,3,1,11,2,3,2,0
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,3420,7,No,12,3,3,17,2,6,5,1
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,4400,3,No,12,3,1,6,3,3,2,2
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,3500,0,No,14,3,1,7,1,6,5,1
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,2066,2,No,22,4,4,5,4,3,2,1
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,17169,3,No,19,3,2,26,4,20,17,5
24,No,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,3,2,Sales Executive,3,4162,1,Yes,12,3,3,5,3,5,4,0
32,No,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,9204,4,No,12,3,3,7,2,4,3,0
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,3294,5,No,17,3,1,7,2,5,4,0
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,4,1,Research Scientist,3,2127,2,Yes,12,3,1,7,2,4,2,0
40,No,Non-Travel,663,Research & Development,9,4,Other,3,Male,3,2,Laboratory Technician,3,3975,3,No,11,3,3,11,4,8,7,0
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,10793,1,No,18,3,1,13,3,13,7,9
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,10096,4,No,11,3,1,28,4,7,7,4
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,3646,2,Yes,23,4,2,11,4,1,0,0
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,7446,1,No,11,3,1,10,3,10,8,4
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,10851,2,Yes,18,3,2,24,3,7,7,0
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,2109,9,No,18,3,4,8,3,3,2,0
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,3722,6,Yes,13,3,3,7,1,2,2,2
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,9380,4,Yes,18,3,4,10,4,3,1,1
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,3,2,Sales Executive,1,5486,4,No,11,3,1,15,3,2,2,2
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,Female,3,1,Human Resources,3,2742,1,No,15,3,4,2,3,2,2,2
40,No,Non-Travel,218,Research & Development,8,1,Medical,4,Male,2,3,Research Director,2,13757,2,No,11,3,3,16,3,9,8,4
28,No,Travel_Rarely,866,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,8463,0,No,18,3,4,6,3,5,4,1
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,3162,3,No,14,3,4,7,3,5,2,0
53,No,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,4,4,Research Director,2,16598,4,No,12,3,2,35,2,9,8,8
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,6651,2,No,14,3,2,20,2,3,2,1
40,No,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,3,1,Research Scientist,3,2345,2,No,14,3,3,8,4,3,1,1
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,4,Male,3,1,Research Scientist,2,3420,1,No,13,3,3,6,2,5,2,1
33,No,Travel_Frequently,430,Sales,7,3,Medical,4,Male,3,2,Sales Executive,1,4373,0,No,14,3,1,5,3,4,3,0
34,No,Travel_Rarely,1326,Sales,3,3,Other,4,Male,1,2,Sales Executive,1,4759,3,No,18,3,4,15,3,13,9,3
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,3,2,Sales Executive,3,5301,8,No,15,3,3,4,2,2,1,2
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,3,1,Laboratory Technician,4,3673,1,No,13,3,3,12,3,12,9,5
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,Female,3,2,Sales Executive,3,4768,7,No,12,3,3,11,2,1,0,0
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,3,1,Research Scientist,3,1274,1,No,13,3,2,1,2,1,0,0
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,2,Male,4,2,Research Scientist,3,4900,0,No,24,4,1,13,2,12,9,2
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,10466,3,No,14,3,2,29,3,8,7,0
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,3,4,Research Director,1,17007,7,No,14,3,4,16,2,14,8,6
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,3,2909,3,No,15,3,4,5,4,3,2,1
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,3,2,Sales Executive,2,5765,5,No,11,3,1,7,1,5,3,0
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,Female,2,2,Sales Executive,2,4599,0,Yes,23,4,3,16,4,15,9,10
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,4,Male,3,1,Sales Representative,3,2404,1,No,13,3,1,1,3,1,0,0
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,2,Male,3,1,Laboratory Technician,1,3172,2,Yes,11,3,3,4,2,0,0,0
24,No,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,3,1,Sales Representative,2,2033,1,No,13,3,3,1,3,1,0,0
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,3,3,Manufacturing Director,3,10209,5,Yes,18,3,2,16,2,2,2,2
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,2,2,Sales Executive,3,8620,1,No,14,3,3,10,3,10,7,0
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,3,1,Human Resources,3,2064,0,No,21,4,1,6,4,5,3,1
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,4035,0,Yes,16,3,2,4,3,3,2,1
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,Female,2,1,Laboratory Technician,2,3838,8,No,11,3,4,8,3,5,4,0
47,No,Travel_Rarely,571,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,4591,3,Yes,17,3,3,11,2,5,4,1
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,2,1,Laboratory Technician,1,2561,7,No,11,3,3,8,2,0,0,0
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,Male,2,1,Research Scientist,3,1563,1,No,14,3,4,1,1,1,0,0
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,3,Male,3,2,Sales Executive,1,4898,0,No,14,3,4,5,3,4,2,1
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,3,Female,2,2,Laboratory Technician,1,4789,4,No,25,4,1,10,3,3,2,1
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,3,1,Laboratory Technician,2,3180,0,No,13,3,3,4,3,3,2,0
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,1,2,Manufacturing Director,2,6549,1,No,14,3,2,8,2,8,6,1
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,4,Male,3,2,Healthcare Representative,3,6388,2,Yes,17,3,1,14,3,0,0,0
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,3,3,Manager,4,11244,2,No,25,4,2,10,4,5,2,0
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,2,Female,3,4,Manager,4,16032,3,No,20,4,1,26,3,14,9,1
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,2,1,Research Scientist,1,2362,6,No,13,3,3,11,1,9,7,0
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,3,4,Research Director,1,16328,3,No,13,3,3,24,4,20,6,14
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,3,3,Manufacturing Director,2,8376,4,No,18,3,4,9,3,2,0,2
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,3,4,Manager,2,16606,8,No,12,3,4,23,4,13,12,5
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,2,3,Healthcare Representative,2,8606,1,No,19,3,4,11,1,11,8,3
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,2272,0,No,14,3,2,5,3,4,3,1
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,3,1,Laboratory Technician,1,2018,3,No,14,3,2,15,1,5,4,1
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,2,3,Sales Executive,3,7083,1,Yes,14,3,4,10,3,10,9,8
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,3,1,Research Scientist,3,4084,1,No,12,3,1,7,1,7,2,7
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,1,4,Research Director,4,14411,1,Yes,13,3,4,32,3,32,6,13
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,3,1,Sales Representative,3,2308,0,Yes,25,4,2,12,3,11,10,5
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,2,1,Laboratory Technician,2,4841,4,No,14,3,2,4,3,1,0,0
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,3,2,Research Scientist,4,4285,1,No,17,3,1,10,3,10,8,3
29,No,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,1,2,Healthcare Representative,1,9715,3,No,13,3,3,9,3,7,7,0
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,2,2,Manufacturing Director,2,4320,1,No,13,3,4,5,3,5,3,0
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,4,Male,3,1,Research Scientist,4,2132,4,No,20,4,4,8,3,5,4,0
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,10124,2,Yes,14,3,3,24,1,20,8,13
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,3,2,Sales Executive,1,5473,0,No,12,3,4,9,4,8,4,7
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Male,3,2,Laboratory Technician,3,5207,1,Yes,12,3,2,15,3,15,14,5
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,3,Male,3,4,Manager,4,16437,1,Yes,21,4,4,21,3,21,7,7
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,Male,2,1,Laboratory Technician,1,2296,0,No,14,3,2,2,3,1,1,0
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,4069,3,Yes,18,3,3,8,3,2,2,2
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,7441,1,No,12,3,1,10,3,10,8,7
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,2430,0,No,23,4,1,6,3,5,3,4
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,2,2,Research Scientist,2,5878,3,No,12,3,1,12,3,7,1,2
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,2644,3,Yes,21,4,4,7,2,3,2,1
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,3,2,Sales Executive,3,6439,8,No,14,3,3,18,3,8,7,7
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,4,1,Research Scientist,3,2451,6,No,18,3,1,5,2,1,0,0
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,3,2,Sales Executive,1,6392,2,No,13,3,4,8,1,2,2,2
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,9714,1,No,11,3,4,10,3,10,8,6
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,6077,3,No,11,3,3,10,3,6,3,1
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,2,1,Laboratory Technician,1,2450,1,No,19,3,2,3,3,3,0,1
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,3,3,Sales Executive,2,9250,3,No,12,3,2,9,3,4,2,1
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,2074,1,Yes,12,3,4,1,3,1,0,0
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,10169,0,No,16,3,2,34,3,33,7,1
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,3,2,Manufacturing Director,2,4855,4,No,11,3,1,7,3,5,2,1
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,3,2,Research Scientist,1,4087,4,No,14,3,2,9,2,6,5,1
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,2367,8,No,12,3,4,10,2,8,2,7
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,3,1,Research Scientist,4,2972,1,No,13,3,3,1,1,1,0,0
55,No,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,2,5,Manager,4,19586,1,No,21,4,3,36,3,36,6,2
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,3,2,Research Scientist,4,5484,9,No,17,3,2,9,2,2,2,2
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,4,2061,1,No,21,4,1,1,3,1,0,0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,3,2,Sales Executive,2,9924,0,No,11,3,4,10,3,9,8,7
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,4198,2,No,12,3,2,8,4,3,2,1
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,3,2,Sales Executive,3,6815,6,No,13,3,1,15,3,1,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,4723,1,Yes,18,3,4,10,3,10,9,1
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,3,2,Healthcare Representative,3,6142,3,Yes,16,3,3,10,3,5,2,0
39,No,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,8237,2,No,11,3,1,11,3,7,6,7
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,8853,1,No,19,3,4,6,4,6,4,1
50,No,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,3,5,Manager,3,19331,4,Yes,16,3,3,27,3,1,0,0
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,4,1,Research Scientist,3,2073,2,No,16,3,4,4,3,2,2,2
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,5562,3,Yes,13,3,4,9,3,3,2,0
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,2,5,Manager,4,19613,8,No,22,4,4,24,3,1,0,0
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,3407,1,No,17,3,4,10,2,10,9,6
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,5063,1,No,14,3,2,8,2,8,2,7
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,4639,1,No,15,3,3,5,3,5,4,1
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,4876,5,No,12,3,3,8,3,6,4,0
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,2690,1,No,18,3,4,1,2,1,0,0
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,17567,1,No,15,3,2,27,1,26,0,0
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,2408,1,Yes,17,3,3,1,3,1,1,0
22,No,Non-Travel,457,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,2814,1,Yes,14,3,2,4,2,4,2,1
